"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 주택거래신고 1588-0149/주택임대차신고 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20120101 ~ 20120831"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 서울특별시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","층","건축년도","도로명","해제사유발생일","거래유형","중개사소재지"
"서울특별시 강남구 개포동","138","0138","0000","개포주공3단지","35.64","201205","30","55,000","4","1982","삼성로 11","","-","-"
"서울특별시 강남구 개포동","138","0138","0000","개포주공3단지","42.55","201206","16","68,000","4","1982","삼성로 11","","-","-"
"서울특별시 강남구 개포동","138","0138","0000","개포주공3단지","35.87","201207","16","53,000","3","1982","삼성로 11","","-","-"
"서울특별시 강남구 개포동","189","0189","0000","개포주공4단지","50.67","201201","3","81,000","4","1982","삼성로 14","","-","-"
"서울특별시 강남구 개포동","189","0189","0000","개포주공4단지","35.87","201201","9","54,000","5","1982","삼성로 14","","-","-"
"서울특별시 강남구 개포동","189","0189","0000","개포주공4단지","41.99","201201","9","66,000","3","1982","삼성로 14","","-","-"
"서울특별시 강남구 개포동","189","0189","0000","개포주공4단지","35.87","201201","12","52,000","1","1982","삼성로 14","","-","-"
"서울특별시 강남구 개포동","189","0189","0000","개포주공4단지","41.99","201201","20","66,800","2","1982","삼성로 14","","-","-"
"서울특별시 강남구 개포동","189","0189","0000","개포주공4단지","35.64","201201","30","55,900","5","1982","삼성로 14","","-","-"
"서울특별시 강남구 개포동","189","0189","0000","개포주공4단지","41.99","201202","3","66,000","3","1982","삼성로 14","","-","-"
"서울특별시 강남구 개포동","189","0189","0000","개포주공4단지","35.87","201202","3","56,000","4","1982","삼성로 14","","-","-"
"서울특별시 강남구 개포동","189","0189","0000","개포주공4단지","50.39","201202","9","78,000","4","1982","삼성로 14","","-","-"
"서울특별시 강남구 개포동","189","0189","0000","개포주공4단지","42.55","201202","15","64,800","3","1982","삼성로 14","","-","-"
"서울특별시 강남구 개포동","189","0189","0000","개포주공4단지","50.39","201202","23","78,000","2","1982","삼성로 14","","-","-"
"서울특별시 강남구 개포동","189","0189","0000","개포주공4단지","42.55","201203","12","62,000","3","1982","삼성로 14","","-","-"
"서울특별시 강남구 개포동","189","0189","0000","개포주공4단지","41.99","201203","15","61,900","3","1982","삼성로 14","","-","-"
"서울특별시 강남구 개포동","189","0189","0000","개포주공4단지","41.99","201203","20","61,000","2","1982","삼성로 14","","-","-"
"서울특별시 강남구 개포동","189","0189","0000","개포주공4단지","35.64","201203","21","52,000","4","1982","삼성로 14","","-","-"
"서울특별시 강남구 개포동","189","0189","0000","개포주공4단지","35.87","201203","22","51,500","3","1982","삼성로 14","","-","-"
"서울특별시 강남구 개포동","189","0189","0000","개포주공4단지","50.67","201203","22","75,000","2","1982","삼성로 14","","-","-"
"서울특별시 강남구 개포동","189","0189","0000","개포주공4단지","50.67","201203","28","75,500","1","1982","삼성로 14","","-","-"
"서울특별시 강남구 개포동","189","0189","0000","개포주공4단지","42.55","201203","28","60,300","3","1982","삼성로 14","","-","-"
"서울특별시 강남구 개포동","189","0189","0000","개포주공4단지","42.55","201203","28","61,000","2","1982","삼성로 14","","-","-"
"서울특별시 강남구 개포동","189","0189","0000","개포주공4단지","35.87","201204","2","52,050","2","1982","삼성로 14","","-","-"
"서울특별시 강남구 개포동","189","0189","0000","개포주공4단지","35.64","201204","18","51,500","1","1982","삼성로 14","","-","-"
"서울특별시 강남구 개포동","189","0189","0000","개포주공4단지","50.67","201204","18","76,000","1","1982","삼성로 14","","-","-"
"서울특별시 강남구 개포동","189","0189","0000","개포주공4단지","42.55","201204","19","61,000","5","1982","삼성로 14","","-","-"
"서울특별시 강남구 개포동","189","0189","0000","개포주공4단지","41.99","201204","20","61,300","2","1982","삼성로 14","","-","-"
"서울특별시 강남구 개포동","189","0189","0000","개포주공4단지","35.87","201204","21","52,500","3","1982","삼성로 14","","-","-"
"서울특별시 강남구 개포동","189","0189","0000","개포주공4단지","42.55","201204","25","62,750","3","1982","삼성로 14","","-","-"
"서울특별시 강남구 개포동","189","0189","0000","개포주공4단지","50.39","201204","25","78,000","2","1982","삼성로 14","","-","-"
"서울특별시 강남구 개포동","189","0189","0000","개포주공4단지","41.99","201204","27","19,600","3","1982","삼성로 14","","-","-"
"서울특별시 강남구 개포동","189","0189","0000","개포주공4단지","50.39","201205","2","79,800","1","1982","삼성로 14","","-","-"
"서울특별시 강남구 개포동","189","0189","0000","개포주공4단지","42.55","201205","3","67,000","4","1982","삼성로 14","","-","-"
"서울특별시 강남구 개포동","189","0189","0000","개포주공4단지","35.87","201205","4","56,700","3","1982","삼성로 14","","-","-"
"서울특별시 강남구 개포동","189","0189","0000","개포주공4단지","41.99","201205","4","10,000","3","1982","삼성로 14","","-","-"
"서울특별시 강남구 개포동","189","0189","0000","개포주공4단지","35.87","201205","5","55,000","5","1982","삼성로 14","","-","-"
"서울특별시 강남구 개포동","189","0189","0000","개포주공4단지","42.55","201205","8","65,500","3","1982","삼성로 14","","-","-"
"서울특별시 강남구 개포동","189","0189","0000","개포주공4단지","41.99","201205","19","61,000","5","1982","삼성로 14","","-","-"
"서울특별시 강남구 개포동","189","0189","0000","개포주공4단지","35.87","201205","24","53,000","3","1982","삼성로 14","","-","-"
"서울특별시 강남구 개포동","189","0189","0000","개포주공4단지","50.67","201205","25","75,000","4","1982","삼성로 14","","-","-"
"서울특별시 강남구 개포동","189","0189","0000","개포주공4단지","41.99","201205","30","62,000","1","1982","삼성로 14","","-","-"
"서울특별시 강남구 개포동","189","0189","0000","개포주공4단지","35.87","201206","9","52,700","4","1982","삼성로 14","","-","-"
"서울특별시 강남구 개포동","189","0189","0000","개포주공4단지","42.55","201206","13","59,000","5","1982","삼성로 14","","-","-"
"서울특별시 강남구 개포동","189","0189","0000","개포주공4단지","42.55","201206","14","60,500","1","1982","삼성로 14","","-","-"
"서울특별시 강남구 개포동","189","0189","0000","개포주공4단지","41.99","201206","22","59,000","1","1982","삼성로 14","","-","-"
"서울특별시 강남구 개포동","189","0189","0000","개포주공4단지","50.39","201207","18","67,200","2","1982","삼성로 14","","-","-"
"서울특별시 강남구 개포동","189","0189","0000","개포주공4단지","41.99","201207","24","56,000","5","1982","삼성로 14","","-","-"
"서울특별시 강남구 개포동","189","0189","0000","개포주공4단지","50.67","201207","28","67,000","4","1982","삼성로 14","","-","-"
"서울특별시 강남구 개포동","189","0189","0000","개포주공4단지","42.55","201208","4","59,250","2","1982","삼성로 14","","-","-"
"서울특별시 강남구 개포동","189","0189","0000","개포주공4단지","35.64","201208","20","47,000","4","1982","삼성로 14","","-","-"
"서울특별시 강남구 개포동","189","0189","0000","개포주공4단지","50.39","201208","28","63,000","1","1982","삼성로 14","","-","-"
"서울특별시 강남구 개포동","189","0189","0000","개포주공4단지","35.64","201208","31","47,000","3","1982","삼성로 14","","-","-"
"서울특별시 강남구 개포동","189","0189","0000","개포주공4단지","35.87","201208","31","47,000","2","1982","삼성로 14","","-","-"
"서울특별시 강남구 개포동","187","0187","0000","개포주공5단지","83.17","201201","6","91,500","10","1983","삼성로4길 17","","-","-"
"서울특별시 강남구 개포동","187","0187","0000","개포주공5단지","74.25","201201","28","78,000","8","1983","삼성로4길 17","","-","-"
"서울특별시 강남구 개포동","187","0187","0000","개포주공5단지","74.25","201202","13","75,000","5","1983","삼성로4길 17","","-","-"
"서울특별시 강남구 개포동","187","0187","0000","개포주공5단지","53.98","201202","15","58,000","13","1983","삼성로4길 17","","-","-"
"서울특별시 강남구 개포동","187","0187","0000","개포주공5단지","61.19","201202","23","65,000","13","1983","삼성로4길 17","","-","-"
"서울특별시 강남구 개포동","187","0187","0000","개포주공5단지","83.17","201203","1","88,000","10","1983","삼성로4길 17","","-","-"
"서울특별시 강남구 개포동","187","0187","0000","개포주공5단지","53.98","201203","1","59,800","12","1983","삼성로4길 17","","-","-"
"서울특별시 강남구 개포동","187","0187","0000","개포주공5단지","61.19","201203","12","66,000","10","1983","삼성로4길 17","","-","-"
"서울특별시 강남구 개포동","187","0187","0000","개포주공5단지","53.98","201204","1","55,000","3","1983","삼성로4길 17","","-","-"
"서울특별시 강남구 개포동","187","0187","0000","개포주공5단지","83.17","201204","5","86,000","6","1983","삼성로4길 17","","-","-"
"서울특별시 강남구 개포동","187","0187","0000","개포주공5단지","53.98","201204","13","56,000","4","1983","삼성로4길 17","","-","-"
"서울특별시 강남구 개포동","187","0187","0000","개포주공5단지","61.19","201206","2","62,500","9","1983","삼성로4길 17","","-","-"
"서울특별시 강남구 개포동","187","0187","0000","개포주공5단지","74.25","201206","10","74,000","6","1983","삼성로4길 17","","-","-"
"서울특별시 강남구 개포동","187","0187","0000","개포주공5단지","53.98","201206","12","56,700","7","1983","삼성로4길 17","","-","-"
"서울특별시 강남구 개포동","187","0187","0000","개포주공5단지","61.19","201206","20","59,500","5","1983","삼성로4길 17","","-","-"
"서울특별시 강남구 개포동","187","0187","0000","개포주공5단지","61.19","201206","22","60,000","12","1983","삼성로4길 17","","-","-"
"서울특별시 강남구 개포동","187","0187","0000","개포주공5단지","74.25","201207","3","70,000","12","1983","삼성로4길 17","","-","-"
"서울특별시 강남구 개포동","187","0187","0000","개포주공5단지","74.25","201207","10","70,000","9","1983","삼성로4길 17","","-","-"
"서울특별시 강남구 개포동","187","0187","0000","개포주공5단지","74.25","201208","19","70,500","10","1983","삼성로4길 17","","-","-"
"서울특별시 강남구 개포동","187","0187","0000","개포주공5단지","74.25","201208","27","71,500","11","1983","삼성로4길 17","","-","-"
"서울특별시 강남구 개포동","185","0185","0000","개포주공6단지","73.02","201201","10","75,100","14","1983","개포로 516","","-","-"
"서울특별시 강남구 개포동","185","0185","0000","개포주공6단지","53.06","201201","15","57,500","9","1983","개포로 516","","-","-"
"서울특별시 강남구 개포동","185","0185","0000","개포주공6단지","83.21","201201","26","87,000","7","1983","개포로 516","","-","-"
"서울특별시 강남구 개포동","185","0185","0000","개포주공6단지","53.06","201202","7","56,000","8","1983","개포로 516","","-","-"
